1001	-0.0601
1002	-0.1119
1003	-0.1005
1004	-0.1062
1005	-0.04151
1006	-0.03764
1007	-0.02075
1008	-0.09882
1009	-0.1419
1010	-0.1044
1011	-0.06696
1012	-0.1281
1013	-0.06929
1014	-0.0669
1015	-0.05673
1016	-0.07413
1017	-0.1055
1018	-0.1359
1019	-0.1463
1020	-0.1375
1021	-0.07533
1022	-0.09831
1023	-0.01983
1024	0.008839
1025	0.002646
1026	-0.04946
1027	0.007574
1028	-0.1142
1029	-0.08038
1030	-0.1031
1031	0.01841
1032	-0.05287
1033	-0.02799
1034	-0.05905
1035	-0.07543
1036	-0.1535
1037	-0.04763
1038	-0.1384
1039	-0.1036
1040	-0.08411
1041	-0.1035
1042	-0.1278
1043	-0.1117
1044	-0.07211
1045	-0.081
1046	-0.04142
1047	-0.09113
1048	-0.1006
1049	-0.09151
1050	-0.07478
1051	-0.07309
1052	-0.04637
1053	-0.04751
1054	-0.106
1055	-0.0784
1056	-0.1081
1057	-0.06721
1058	-0.0827
1059	-0.1005
1060	-0.1272
1061	-0.145
1062	-0.06002
1063	-0.06466
1064	-0.1173
1065	-0.09522
1066	-0.1222
1067	-0.1541
1068	-0.09449
1069	-0.07919
1070	-0.1588
1071	-0.1738
1072	-0.09208
1073	-0.1444
1074	-0.1291
1075	-0.0232
1076	-0.04691
1077	-0.1327
1078	-0.08726
1079	-0.08355
1080	-0.07913
1081	-0.05043
1082	-0.08939
1083	-0.04107
1084	-0.09611
1085	-0.07622
1086	-0.07746
1087	-0.1141
1088	-0.03675
1089	-0.04433
1090	-0.06359
1091	-0.07308
1092	-0.1671
1093	-0.1281
1094	-0.119
1095	-0.1187
1096	-0.1811
1097	-0.06311
1098	-0.02271
1099	-0.07606
1100	-0.1017
1101	-0.08777
1102	-0.08369
1103	-0.1324
1104	-0.0969
1105	-0.04956
1106	-0.06341
1107	-0.09246
1108	-0.03389
1109	-0.1329
1110	-0.06046
1111	-0.09189
1112	-0.08417
1113	-0.1697
1114	-0.1139
1115	-0.1227
1116	-0.1275
1117	-0.1393
1118	-0.09517
1119	-0.05193
1120	-0.09415
1121	-0.1403
1122	-0.05951
1123	-0.06662
1124	-0.07154
1125	-0.08817
1126	-0.05581
1127	-0.04633
1128	-0.01786
1129	-0.05301
1130	-0.08834
1131	0.00719
1132	-0.1163
1133	-0.03752
1134	0.005857
1135	-0.04743
1136	-0.1307
1137	-0.0258
1138	-0.02402
1139	-0.001916
1140	-0.007423
1141	-0.063
1142	-0.05822
1143	-0.07107
1144	-0.09087
1145	-0.09264
1146	-0.07857
1147	0.02086
1148	-0.03938
1149	-0.1006
1150	-0.03773
1151	-0.1265
1152	-0.0887
1153	-0.1418
1154	-0.1257
1155	0.03396
1156	-0.07631
1157	-0.1156
1158	-0.17
1159	-0.07468
1160	-0.09186
1161	-0.1293
1162	-0.13
1163	-0.1446
1164	-0.1483
1165	-0.1389
1166	-0.08254
1167	-0.04954
1168	-0.03547
1169	-0.08396
1170	-0.04038
1171	-0.0844
1172	-0.1114
1173	-0.1042
1174	-0.1475
1175	-0.1334
1176	-0.1245
1177	-0.1741
1178	-0.1449
1179	-0.1234
1180	-0.1348
1181	-0.121
1182	-0.1384
1183	-0.0302
1184	-0.009103
1185	-0.07841
1186	-0.1216
1187	-0.1365
1188	-0.08996
1189	-0.145
1190	-0.1692
1191	-0.07842
1192	-0.108
1193	-0.1124
1194	-0.08475
1195	-0.1453
1196	-0.1056
1197	-0.1355
1198	-0.149
1199	-0.1137
1200	-0.08775
1201	-0.1144
1202	-0.113
1203	-0.08674
1204	-0.06134
1205	-0.08381
1206	-0.0577
1207	-0.01407
1208	-0.03268
1209	-0.07611
1210	-0.09327
1211	-0.03109
1212	-0.07242
1213	-0.09962
1214	-0.1436
1215	-0.1008
1216	-0.1064
1217	-0.1001
1218	-0.07851
1219	-0.04882
1220	-0.06982
1221	-0.08246
1222	-0.02947
1223	-0.05911
1224	-0.0782
1225	-0.1171
1226	-0.0557
1227	-0.02577
1228	-0.07753
1229	-0.07258
1230	-0.05266
1231	-0.02946
1232	-0.06118
1233	-0.0368
1234	-0.02055
1235	-0.07274
1236	-0.04399
1237	-0.1009
1238	-0.05395
1239	-0.07733
