mu[438]	437001	438000
mu[439]	438001	439000
mu[440]	439001	440000
mu[441]	440001	441000
mu[442]	441001	442000
mu[443]	442001	443000
mu[444]	443001	444000
mu[445]	444001	445000
mu[446]	445001	446000
mu[447]	446001	447000
mu[448]	447001	448000
mu[449]	448001	449000
mu[450]	449001	450000
mu[451]	450001	451000
mu[452]	451001	452000
mu[453]	452001	453000
mu[454]	453001	454000
mu[455]	454001	455000
mu[456]	455001	456000
mu[457]	456001	457000
mu[458]	457001	458000
mu[459]	458001	459000
mu[460]	459001	460000
mu[461]	460001	461000
mu[462]	461001	462000
mu[463]	462001	463000
